,Frequency_Hz,Amplitude,Phase_rad
324,63228.287142951755,4.829657868426708e-05,-0.475569214060233
325,63238.51518853775,4.367075389668086e-05,-0.36247656470203543
326,63248.74488865101,4.501570491227063e-05,-0.4089902944412543
327,63258.976243558915,4.610062156590796e-05,-0.4382535885191531
328,63269.20925352941,4.484934606022101e-05,-0.36457048843920475
329,63279.44391882996,4.643289654806388e-05,-0.43408007264091997
330,63289.68023972847,4.52198320225043e-05,-0.40082060767823263
331,63299.918216492886,4.46311967221093e-05,-0.4078976805936828
332,63310.15784939082,4.6396958454072735e-05,-0.44152685306040235
333,63320.3991386904,4.487176979325917e-05,-0.40203764871697706
334,63330.642084659354,4.6558703295223515e-05,-0.45775583494577954
335,63340.8866875659,4.31287773132642e-05,-0.33749845142659013
336,63351.13294767782,4.767664439651802e-05,-0.4665187153778111
337,63361.380865263454,4.947561175692726e-05,-0.5004561443918318
338,63371.63044059066,4.567409602294973e-05,-0.4337161103546076
339,63381.881673927855,4.583837901059512e-05,-0.41888890873102014
340,63392.134565543,4.495675509559761e-05,-0.4052171770512821
341,63402.38911570458,4.3645008934975345e-05,-0.35585748746531026
342,63412.64532468064,4.878221629997242e-05,-0.4955959563696215
343,63422.90319273978,4.5491215770381334e-05,-0.4077940905387744
344,63433.16272015012,4.433538564166179e-05,-0.3790022084191449
345,63443.42390718034,4.852450375990507e-05,-0.48505845978983125
346,63453.68675409864,4.4555515707191e-05,-0.38355557389514816
347,63463.951261173796,4.4158463028609886e-05,-0.36582034086042053
348,63474.2174286741,4.537560311769802e-05,-0.4098635013412915
349,63484.48525686828,4.203582696763592e-05,-0.28728221940567417
350,63494.75474602511,4.2315548959445844e-05,-0.28035399353108476
351,63505.025896413004,5.024440009464935e-05,-0.5262773561361562
352,63515.29870830095,4.664140094526891e-05,-0.437829478307558
353,63525.57318195747,4.6616800006892426e-05,-0.4390409155487402
354,63535.84931765163,4.6557964740353896e-05,-0.44329297718475447
355,63546.127115652016,4.851234359740038e-05,-0.5064603246180424
356,63556.40657622781,4.7243200024229054e-05,-0.47036649069828934
357,63566.687699647686,4.552710222720548e-05,-0.42359354842931884
358,63576.97048618089,4.8808752138171946e-05,-0.49329308008166484
359,63587.2549360962,4.504690537154451e-05,-0.42513026250279773
360,63597.54104966295,4.791830141996539e-05,-0.4766905354078764
361,63607.82882714999,4.48949811908028e-05,-0.4229339422225826
362,63618.11826882675,4.729523732573838e-05,-0.47892479877736777
363,63628.40937496217,4.8407580406967685e-05,-0.46719790434563335
364,63638.702145825766,4.922827641545192e-05,-0.4910331980058287
365,63648.996581686566,4.09427991505918e-05,-0.18457781835914136
366,63659.29268281404,4.2954382442512435e-05,-0.2940882539257182
367,63669.59044947769,3.944734930072769e-05,-0.20248774911141354
368,63679.889881946685,4.145178584465106e-05,-0.09425783038450623
369,63690.190980490755,3.996333492772973e-05,-0.13591797155858512
370,63700.49374537915,4.388783441045761e-05,-0.37009630800982474
371,63710.798176881675,4.1724739578697535e-05,-0.11929062486540949
372,63721.10427526767,4.303946492555026e-05,-0.3163350503552169
373,63731.41204080705,4.0249792813661753e-05,-0.11178976049541678
374,63741.72147376923,4.557392111261613e-05,-0.39535113821362916
375,63752.03257442419,4.430079262356117e-05,-0.33231746068089174
376,63762.34534304146,4.329022327211414e-05,-0.296817140992057
377,63772.65977989111,4.392970576276787e-05,-0.31300882718333894
378,63782.975885242726,4.276299387878616e-05,-0.3067019018137143
379,63793.293659366485,4.3827983800696235e-05,-0.3071557377968754
380,63803.61310253207,4.2320147674578906e-05,-0.2665050968117912
381,63813.93421500974,4.235362445953893e-05,-0.27206210999508745
382,63824.25699706926,4.690740116138991e-05,-0.4399100112746397
383,63834.581448980825,4.329055458197578e-05,-0.3487807384527124
384,63844.907571014715,4.740087800008756e-05,-0.46611503537380644
385,63855.235363440814,4.432219733554201e-05,-0.36018051782387717
386,63865.5648265296,4.542363123009393e-05,-0.3832214987927996
387,63875.89596055106,4.4008724123774434e-05,-0.35858047089491885
388,63886.22876577576,4.2549511681847224e-05,-0.27272850624306844
389,63896.56324247377,4.6123437649017746e-05,-0.3875600628797472
390,63906.899390915736,4.345207572170306e-05,-0.3197983722645789
391,63917.23721137183,4.428701765915702e-05,-0.3590999742372511
392,63927.576704112784,4.515933381645904e-05,-0.38310662039858573
393,63937.91786940885,4.699285089951124e-05,-0.3958305576002567
394,63948.26070753084,4.491366648447417e-05,-0.3936960268613923
395,63958.60521874911,4.4593077504014896e-05,-0.35859994207928103
396,63968.951403334555,4.537179281249372e-05,-0.11511494366530653
397,63979.29926155761,4.8322236172963757e-05,-0.3573515519156896
398,63989.64879368927,4.6707499161580944e-05,-0.3813249870902923
399,64000.0,4.093377946500353e-05,-0.13960883965820864
